countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
123,50480,Milliken,2013,17,17,5901,5901,3.02,2027,1951,76
123,54330,Northglenn (Part),2013,0,0,17,17,1.99,10,9,1
123,55045,Nunn,2013,2,0,454,454,2.54,198,179,19
123,59005,Pierce,2013,0,13,949,949,2.7,372,352,20
123,60160,Platteville,2013,0,0,2602,2602,2.91,942,894,48
123,63045,Raymer,2013,0,0,108,108,2.6,52,41,11
123,69150,Severance,2013,12,12,3463,3463,2.93,1220,1181,39
123,77290,Thornton (Part),2013,0,0,0,0,0,0,0,0
123,77510,Timnath (Part),2013,2,0,7,7,2.43,3,3,0
123,85485,Windsor (Part),2013,258,258,16227,16123,2.71,6270,5939,331
123,99990,Unincorp. Area,2013,81,85,43809,43770,2.74,16927,15975,952
125,00000,YUMA COUNTY,2013,9,0,10143,9830,2.51,4254,3921,333
125,23025,Eckley,2013,0,0,230,230,2.37,109,97,12
125,86310,Wray,2013,0,0,2380,2226,2.39,995,930,65
125,86750,Yuma,2013,1,3,3596,3437,2.53,1432,1356,76
125,99990,Unincorp. Area,2013,8,7,3937,3937,2.56,1718,1538,180
999,03455,Arvada (Total),2013,428,417,112461,111794,2.49,46168,44978,1190
999,04000,Aurora (Total),2013,562,576,348235,345909,2.67,133549,129603,3946
999,04935,Basalt (Total),2013,0,0,3664,3664,2.37,1834,1547,287
999,06090,Bennett (Total),2013,0,0,2425,2425,2.81,893,863,30
999,06255,Berthoud (Total),2013,41,37,5622,5549,2.56,2269,2168,101
999,08070,Bow Mar (Total),2013,2,0,862,862,2.98,296,290,6
999,08675,Brighton (Total),2013,392,391,35804,34239,2.95,11901,11590,311
999,12855,Center (Total),2013,0,0,2136,2136,2.76,860,773,87
999,12910,Central City (Total),2013,0,0,731,731,1.94,497,377,120
999,24950,Erie (Total),2013,123,123,20505,20505,2.91,7237,7042,195
999,32650,Green Mtn Falls (Total),2013,4,4,820,796,2,573,399,174
999,39855,Johnstown (Total),2013,216,314,12418,12418,2.89,4514,4304,210
999,45255,Littleton (Total),2013,7,804,43731,43204,2.25,19749,19221,528
999,45530,Lochbuie (Total),2013,4,4,5258,5258,2.99,1836,1756,80
999,45970,Longmont (Total),2013,378,378,89836,89119,2.55,35976,34982,994
999,54330,Northglenn (Total),2013,0,0,37328,37197,2.67,14323,13950,373
999,75640,Superior (Total),2013,1,1,12689,12689,2.76,4703,4590,113
999,77290,Thornton (Total),2013,315,315,126563,126094,2.87,44846,43917,929
999,77510,Timnath (Total),2013,141,0,1593,1593,3.02,584,528,56
999,83835,Westminster (Total),2013,94,94,111325,110839,2.5,45435,44317,1118
999,85485,Windsor (Total),2013,438,438,21380,21276,2.75,8172,7729,443
000,00000,COLORADO STATE,2014,27711,0,5347655,5225942,2.49,2281231,2094728,186503
001,00000,ADAMS COUNTY,2014,1550,0,479901,475690,2.86,169377,166221,3156
001,03455,Arvada (Part),2014,0,0,2941,2934,2.58,1154,1139,15
001,04000,Aurora (Part),2014,245,245,43879,42845,3.06,14443,13990,453
001,06090,Bennett (Part),2014,0,0,2081,2081,2.79,765,745,20
001,08675,Brighton (Part),2014,112,112,36042,34470,2.96,11884,11662,222
001,16495,Commerce City,2014,384,384,52026,51669,3.19,16514,16203,311
001,26270,Federal Heights,2014,0,55,13057,13057,2.65,5072,4930,142
001,45530,Lochbuie (Part),2014,0,0,2,2,1.6,1,1,0
001,54330,Northglenn (Part),2014,228,228,38341,38210,2.67,14553,14287,266
001,77290,Thornton (Part),2014,315,315,128934,128463,2.87,45355,44688,667
001,83835,Westminster (Part),2014,33,33,68697,68370,2.49,27909,27420,489
001,99990,Unincorp. Area,2014,233,0,93903,93589,3,31727,31155,572
003,00000,ALAMOSA COUNTY,2014,50,0,15788,14923,2.44,6747,6115,632
003,01090,Alamosa,2014,24,18,9169,8372,2.35,3871,3564,307
003,37380,Hooper,2014,0,0,93,93,2.36,56,39,17
003,99990,Unincorp. Area,2014,26,26,6526,6458,2.57,2820,2512,308
005,00000,ARAPAHOE COUNTY,2014,2749,0,618310,613335,2.56,245659,239801,5858
005,04000,Aurora (Part),2014,1441,1441,311253,309839,2.63,120745,117705,3040
005,06090,Bennett (Part),2014,0,0,375,375,3.03,126,124,2
005,08070,Bow Mar (Part),2014,2,0,594,594,2.94,204,202,2
005,12815,Centennial,2014,33,33,105372,103503,2.64,39739,39185,554
005,13845,Cherry Hills Village,2014,17,17,6424,6424,3.03,2177,2121,56
005,16385,Columbine Valley,2014,0,0,1356,1356,2.62,535,518,17
005,19630,Deer Trail,2014,3,0,673,673,2.54,283,265,18
005,24785,Englewood,2014,311,311,32071,31761,2.08,15711,15243,468
005,28105,Foxfield,2014,0,2,748,732,2.76,270,265,5
005,30340,Glendale,2014,341,0,4977,4977,1.72,3032,2898,134
005,33035,Greenwood Village,2014,265,265,15420,15362,2.43,6538,6319,219
005,45255,Littleton (Part),2014,5,958,41405,40865,2.22,18930,18444,486
005,69645,Sheridan,2014,0,159,5991,5991,2.51,2469,2383,86
005,99990,Unincorp. Area,2014,331,489,91650,90882,2.66,34900,34128,772
007,00000,ARCHULETA COUNTY,2014,70,0,11931,11818,2.28,8899,5187,3712
007,56860,Pagosa Springs,2014,10,9,1601,1543,2.35,933,656,277
007,99990,Unincorp. Area,2014,60,60,10330,10275,2.27,7966,4531,3435
009,00000,BACA COUNTY,2014,0,0,3564,3500,2.14,1968,1634,334
009,11645,Campo,2014,0,0,109,109,2.26,65,48,17
009,61315,Pritchett,2014,0,0,124,124,2.33,65,53,12
009,73330,Springfield,2014,0,0,1340,1293,2.03,734,637,97
009,79270,Two Buttes,2014,0,0,37,37,1.6,30,23,7
009,81030,Vilas,2014,0,0,83,83,2.54,37,33,4
009,82460,Walsh,2014,0,0,560,543,2.02,329,269,60
009,99990,Unincorp. Area,2014,0,0,1311,1311,2.29,708,572,136
011,00000,BENT COUNTY,2014,2,0,5851,3982,2.32,2124,1719,405
011,43660,Las Animas,2014,0,0,2281,2203,2.28,1178,966,212
011,99990,Unincorp. Area,2014,2,2,3570,1779,2.36,946,753,193
013,00000,BOULDER COUNTY,2014,1677,0,314213,301907,2.39,131002,126418,4584
013,07850,Boulder,2014,878,878,105583,94326,2.17,44869,43476,1393
013,24950,Erie (Part),2014,99,99,9348,9348,3,3157,3116,41
013,39195,Jamestown,2014,1,1,274,274,2.16,134,127,7
013,41835,Lafayette,2014,138,138,26436,26332,2.53,10639,10426,213
013,45970,Longmont (Part),2014,248,248,90134,89410,2.54,36228,35197,1031
013,46355,Louisville,2014,245,208,19988,19834,2.42,8379,8182,197
013,47070,Lyons,2014,4,0,2062,2062,2.43,870,848,22
013,53175,Nederland,2014,8,10,1518,1513,2.19,743,691,52
013,75640,Superior (Part),2014,5,5,12676,12676,2.76,4710,4592,118
013,82735,Ward,2014,0,0,155,155,1.91,96,81,15
013,99990,Unincorp. Area,2014,51,51,46039,45978,2.34,21177,19682,1495
014,00000,BROOMFIELD COUNTY,2014,896,0,62504,62245,2.55,26564,24409,2155
014,09280,Broomfield,2014,896,896,62504,62245,2.55,26564,24409,2155
015,00000,CHAFFEE COUNTY,2014,116,0,18066,16614,2.16,10114,7705,2409
015,10105,Buena Vista,2014,23,0,2704,2704,2.21,1454,1226,228
015,60600,Poncha Springs,2014,2,4,678,678,2.23,345,303,42
015,67280,Salida,2014,30,0,5248,5078,2.02,2945,2516,429
015,99990,Unincorp. Area,2014,61,61,9436,8155,2.23,5370,3660,1710
017,00000,CHEYENNE COUNTY,2014,1,0,1817,1775,2.29,879,774,105
017,14175,Cheyenne Wells,2014,0,0,825,798,2.13,409,374,35
017,41010,Kit Carson,2014,0,0,267,252,2.3,133,110,23
017,99990,Unincorp. Area,2014,1,0,724,724,2.5,337,290,47
019,00000,CLEAR CREEK COUNTY,2014,45,0,9034,8949,2.13,5535,4194,1341
019,12910,Central City (Part),2014,0,0,0,0,0,0,0,0
019,24620,Empire,2014,1,0,311,311,1.8,202,173,29
019,29735,Georgetown,2014,0,0,1006,978,1.96,725,498,227
019,38370,Idaho Sprgs,2014,0,0,1739,1694,2.06,913,823,90
019,70360,Silver Plume,2014,0,0,185,185,1.97,146,94,52
019,99990,Unincorp. Area,2014,44,44,5793,5781,2.22,3549,2606,943
021,00000,CONEJOS COUNTY,2014,15,0,7997,7950,2.6,3871,3053,818
021,02355,Antonito,2014,0,0,726,724,2.22,377,326,51
021,42055,La Jara,2014,1,0,770,764,2.6,328,293,35
021,48060,Manassa,2014,2,0,947,947,2.67,393,354,39
021,65740,Romeo,2014,1,0,315,315,2.93,121,108,13
021,67830,Sanford,2014,1,0,867,867,2.86,333,304,29
021,99990,Unincorp. Area,2014,10,0,4372,4333,2.6,2319,1669,650
023,00000,COSTILLA COUNTY,2014,27,0,3516,3516,2.24,2310,1569,741
023,07190,Blanca,2014,0,0,346,346,2.73,150,127,23
023,68105,San Luis,2014,0,1,601,601,2.19,343,275,68
023,99990,Unincorp. Area,2014,27,0,2568,2568,2.2,1817,1167,650
025,00000,CROWLEY COUNTY,2014,3,0,5843,3097,2.37,1488,1307,181
025,18750,Crowley,2014,0,0,167,167,2.23,81,75,6
025,55705,Olney Springs,2014,0,0,340,340,2.51,156,135,21
025,56145,Ordway,2014,0,0,1083,1045,2.3,518,454,64
025,74815,Sugar City,2014,0,0,268,268,2.24,147,120,27
025,99990,Unincorp. Area,2014,3,0,3986,1278,2.44,586,523,63
027,00000,CUSTER COUNTY,2014,47,0,4437,4424,2.13,3821,2082,1739
027,70250,Silver Cliff,2014,0,0,581,581,1.99,378,292,86
027,83450,Westcliffe,2014,3,3,465,452,2.01,308,225,83
027,99990,Unincorp. Area,2014,44,43,3391,3391,2.17,3135,1564,1571
029,00000,DELTA COUNTY,2014,17,0,30066,29319,2.36,14623,12430,2193
029,12635,Cedaredge,2014,1,2,2189,2189,2.09,1174,1048,126
029,17925,Crawford,2014,0,0,407,407,2.3,214,177,37
029,19850,Delta,2014,4,4,8791,8642,2.46,3861,3516,345
029,37545,Hotchkiss,2014,0,0,888,888,2.22,452,399,53
029,55980,Orchard City,2014,4,1,3048,2988,2.33,1424,1284,140
029,57300,Paonia,2014,2,70,1391,1350,2.14,740,632,108
029,99990,Unincorp. Area,2014,6,6,13353,12855,2.39,6758,5373,1385
031,00000,DENVER COUNTY,2014,6219,0,658632,642474,2.21,300889,290179,10710
031,20000,Denver,2014,6219,6219,658632,642474,2.21,300889,290179,10710
033,00000,DOLORES COUNTY,2014,27,0,2084,2084,2.27,1212,919,293
033,21265,Dove Creek,2014,0,0,695,695,2.34,331,296,35
033,64090,Rico,2014,0,0,332,332,2.08,220,160,60
033,99990,Unincorp. Area,2014,27,26,1057,1057,2.28,661,463,198
035,00000,DOUGLAS COUNTY,2014,2590,0,314609,313424,2.79,114036,112530,1506
035,04000,Aurora (Part),2014,56,58,569,569,2.79,213,204,9
035,12387,City of Castle Pines,2014,1,1,10648,10637,2.94,3665,3621,44
035,12415,Castle Rock,2014,828,917,56996,56263,2.87,19883,19582,301
035,43550,Larkspur,2014,0,0,199,199,2.22,92,89,3
035,45255,Littleton (Part),2014,0,2,30,30,1.87,17,16,1
035,45955,Lone Tree,2014,79,80,12107,12107,2.46,5016,4930,86
035,57630,Parker,2014,335,332,49327,49275,2.84,17534,17350,184
035,99990,Unincorp. Area,2014,1291,1291,184732,184343,2.76,67616,66737,879
037,00000,EAGLE COUNTY,2014,106,0,52398,52323,2.7,31120,19391,11729
037,04110,Avon,2014,10,12,6021,6021,2.69,3512,2239,1273
037,04935,Basalt (Part),2014,0,0,2689,2689,2.36,1320,1138,182
037,22200,Eagle,2014,14,14,6765,6690,2.93,2483,2281,202
037,33695,Gypsum,2014,32,29,6845,6845,3.21,2295,2136,159
037,50920,Minturn,2014,1,0,1010,1010,2.39,531,423,108
037,63265,Red Cliff,2014,2,0,226,226,2.26,120,100,20
037,80040,Vail,2014,7,0,5061,5060,2.03,7009,2492,4517
037,99990,Unincorp. Area,2014,40,43,23782,23782,2.77,13850,8582,5268
039,00000,ELBERT COUNTY,2014,78,0,23569,23497,2.76,9029,8524,505
039,23740,Elizabeth,2014,0,0,1359,1359,2.77,522,490,32
039,40790,Kiowa,2014,0,0,720,685,2.43,314,282,32
039,70635,Simla,2014,0,0,615,585,2.7,262,216,46
039,99990,Unincorp. Area,2014,78,77,20876,20868,2.77,7931,7536,395
041,00000,EL PASO COUNTY,2014,3379,0,665754,645729,2.57,264933,250769,14164
041,11260,Calhan,2014,0,0,782,782,2.53,341,310,31
041,16000,Colorado Springs,2014,2108,2108,443553,434175,2.45,187102,177061,10041
041,27865,Fountain,2014,173,173,27923,27923,2.98,9871,9378,493
041,32650,Green Mtn. Falls (Part),2014,3,3,747,723,2,535,361,174
041,48445,Manitou Springs,2014,1,1,4965,4931,1.99,2724,2484,240
041,51800,Monument,2014,29,0,7244,7244,3,2508,2412,96
041,57025,Palmer Lake,2014,16,0,2490,2487,2.5,1090,994,96
041,62660,Ramah,2014,0,0,121,121,2.2,66,55,11
041,99990,Unincorp. Area,2014,1049,1049,177929,167342,2.9,60696,57715,2981
043,00000,FREMONT COUNTY,2014,53,0,47119,38761,2.3,19630,16886,2744
043,09115,Brookside,2014,1,0,207,207,2.47,90,84,6
043,11810,Canon City,2014,7,0,16832,15230,2.23,7477,6821,656
043,15330,Coal Creek,2014,0,0,339,339,2.41,155,141,14
043,27040,Florence,2014,2,2,3735,3643,2.36,1709,1540,169
043,64970,Rockvale,2014,1,0,510,510,2.38,245,215,30
043,85155,Williamsburg,2014,0,0,674,674,2.55,285,264,21
043,99990,Unincorp. Area,2014,42,0,24821,18157,2.32,9669,7820,1849
045,00000,GARFIELD COUNTY,2014,76,0,57131,56147,2.72,23118,20648,2470
045,12030,Carbonate,2014,0,0,0,0,0,0,0,0
045,12045,Carbondale,2014,14,0,6275,6158,2.73,2452,2252,200
045,30780,Glenwood Springs,2014,1,0,9742,9545,2.5,4180,3823,357
045,53395,New Castle,2014,14,2,4394,4394,2.81,1683,1564,119
045,57400,Parachute,2014,0,0,1206,1206,2.86,539,423,116
045,64255,Rifle,2014,3,3,9716,9565,2.83,3708,3383,325
045,70195,Silt,2014,8,0,3216,3216,2.98,1155,1078,77
045,99990,Unincorp. Area,2014,36,30,22582,22062,2.72,9401,8125,1276
047,00000,GILPIN COUNTY,2014,14,0,5536,5490,2.2,3343,2498,845
047,07025,Black Hawk,2014,0,0,137,137,2.2,74,62,12
047,12910,Central City (Part),2014,8,0,743,743,1.94,505,383,122
047,99990,Unincorp. Area,2014,6,7,4656,4611,2.25,2764,2053,711
049,00000,GRAND COUNTY,2014,39,0,14934,14722,2.24,15697,6565,9132
049,28305,Fraser,2014,7,0,1456,1452,2.24,1354,649,705
049,31605,Granby,2014,0,0,1906,1906,2.4,1568,794,774
049,31715,Grand Lake,2014,18,2,408,405,1.91,761,213,548
049,37600,Hot Sulphur Springs,2014,6,0,653,621,2.43,297,255,42
049,41560,Kremmling,2014,4,6,1312,1308,2.38,617,550,67
049,85705,Winter Park,2014,5,5,1031,1019,2.01,2535,507,2028
049,99990,Unincorp. Area,2014,0,39,8169,8012,2.23,8565,3598,4967
051,00000,GUNNISON COUNTY,2014,64,0,15552,14549,2.22,11497,6545,4952
051,18310,Crested Butte,2014,9,0,1512,1512,2.08,1103,727,376
051,33640,Gunnison,2014,12,11,6092,5180,2.18,2685,2371,314
051,48555,Marble,2014,1,1,129,129,2.24,102,57,45
051,52570,Mount Crested Butte/G,2014,3,0,819,819,2.02,1457,406,1051
051,59830,Pitkin,2014,0,0,64,64,2.13,199,30,169
051,99990,Unincorp. Area,2014,39,0,6936,6845,2.32,5951,2953,2998
053,00000,HINSDALE COUNTY,2014,4,0,819,785,2.15,1288,366,922
053,42330,Lake City,2014,0,0,414,414,2.09,431,198,233
053,99990,Unincorp. Area,2014,4,0,405,372,2.21,857,168,689
055,00000,HUERFANO COUNTY,2014,15,0,6700,6560,2.09,4531,3135,1396
055,44100,La Veta,2014,2,0,871,871,1.93,569,450,119
055,82350,Walsenburg,2014,0,0,2974,2926,2.15,1617,1364,253
055,99990,Unincorp. Area,2014,13,19,2855,2763,2.09,2345,1320,1025
057,00000,JACKSON COUNTY,2014,4,0,1381,1379,2.13,1155,649,506
057,82130,Walden,2014,0,28,591,589,2.09,351,282,69
057,99990,Unincorp. Area,2014,4,4,791,791,2.15,804,367,437
059,00000,JEFFERSON COUNTY,2014,1643,0,559016,550990,2.42,234710,228072,6638
059,03455,Arvada (Part),2014,486,486,111691,111025,2.49,45664,44677,987
059,08070,Bow Mar (Part),2014,1,0,269,269,3.04,92,89,3
059,23135,Edgewater,2014,5,0,5251,5251,2.25,2436,2338,98
059,30835,Golden,2014,108,0,20169,17586,2.24,8124,7852,272
059,42495,Lakeside,2014,0,0,11,11,1.18,10,9,1
059,43000,Lakewood,2014,800,495,148260,146018,2.27,66260,64189,2071
059,45255,Littleton (Part),2014,0,25,2374,2374,3,801,791,10
059,52075,Morrison,2014,0,0,420,269,2.1,131,128,3
059,52350,Mountain View,2014,2,0,531,531,2,275,266,9
059,75640,Superior (Part),2014,0,0,0,0,0,0,0,0
059,83835,Westminster (Part),2014,5,5,44193,44032,2.5,17970,17593,377
059,84440,Wheat Ridge,2014,3,2,31726,31154,2.14,15086,14581,505
059,99990,Unincorp. Area,2014,233,0,194119,192467,2.55,77861,75560,2301
061,00000,KIOWA COUNTY,2014,4,0,1393,1372,2.31,734,594,140
061,22145,Eads,2014,0,0,665,644,2.17,355,297,58
061,34740,Haswell,2014,0,0,67,67,2.09,37,32,5
061,69700,Sheridan Lake,2014,0,0,75,75,3.05,38,24,14
061,99990,Unincorp. Area,2014,4,3,586,586,2.44,304,240,64
063,00000,KIT CARSON COUNTY,2014,24,0,7664,6982,2.39,3402,2919,483
063,06530,Bethune,2014,0,0,207,207,3.04,79,68,11
063,10600,Burlington,2014,0,0,3825,3148,2.4,1470,1311,159
063,26765,Flagler,2014,0,0,537,537,2.07,309,259,50
063,69040,Seibert,2014,24,0,159,159,2.14,98,75,23
063,74485,Stratton,2014,0,0,620,615,2.34,315,263,52
063,81690,Vona,2014,0,0,102,102,2.16,61,47,14
063,99990,Unincorp. Area,2014,0,0,2214,2214,2.47,1070,896,174
065,00000,LAKE COUNTY,2014,0,0,7085,6995,2.41,4277,2901,1376
065,44320,Leadville,2014,0,0,2587,2501,2.11,1680,1185,495
065,99990,Unincorp. Area,2014,0,0,4498,4494,2.62,2597,1716,881
067,00000,LA PLATA COUNTY,2014,275,0,53557,51603,2.33,26464,22164,4300
067,05265,Bayfield,2014,14,14,2528,2528,2.62,1022,964,58
067,22035,Durango,2014,100,97,17569,15707,2.15,8089,7294,795
067,38535,Ignacio,2014,3,0,766,766,2.52,335,304,31
067,99990,Unincorp. Area,2014,158,0,32693,32601,2.4,17018,13602,3416
069,00000,LARIMER COUNTY,2014,2591,0,324123,314446,2.41,140988,130211,10777
069,06255,Berthoud (Part),2014,133,133,5988,5913,2.56,2417,2308,109
069,25115,Estes Park,2014,25,0,6412,6371,2.09,4200,3050,1150
069,27425,Fort Collins,2014,1391,1409,154354,146253,2.37,64381,61786,2595
069,39855,Johnstown (Part),2014,28,146,2295,2295,2.4,1072,955,117
069,46465,Loveland,2014,358,365,70774,70210,2.41,30393,29169,1224
069,77510,Timnath (Part),2014,163,0,2068,2068,3.05,744,677,67
069,83230,Wellington,2014,145,0,7208,7208,2.9,2572,2490,82
069,85485,Windsor (Part),2014,206,206,5598,5598,2.86,2077,1955,122
069,99990,Unincorp. Area,2014,142,147,69429,68531,2.46,33132,27821,5311
071,00000,LAS ANIMAS COUNTY,2014,40,0,15086,14292,2.25,7953,6358,1595
071,00760,Aguilar,2014,0,0,492,492,2.24,269,219,50
071,08345,Branson,2014,0,0,71,71,2.24,46,32,14
071,15550,Cokedale,2014,1,0,131,131,2.43,89,54,35
071,40570,Kim,2014,0,0,79,79,1.92,55,41,14
071,73715,Starkville,2014,0,0,69,69,2.28,41,30,11
071,78610,Trinidad,2014,4,4,8748,8405,2.25,4263,3729,534
071,99990,Unincorp. Area,2014,34,0,5497,5045,2.24,3190,2252,938
073,00000,LINCOLN COUNTY,2014,8,0,5538,4524,2.32,2264,1954,310
073,03235,Arriba,2014,0,0,199,199,2.08,118,96,22
073,29680,Genoa,2014,0,0,98,98,2.27,53,43,10
073,37875,Hugo,2014,0,0,734,653,2.18,359,300,59
073,44980,Limon,2014,2,1,1969,1947,2.31,932,842,90
073,99990,Unincorp. Area,2014,5,10,2539,1627,2.42,802,672,130
075,00000,LOGAN COUNTY,2014,21,0,21964,18652,2.33,8547,8010,537
075,18640,Crook,2014,0,0,126,126,1.93,74,65,9
075,26875,Fleming,2014,0,0,438,438,2.43,201,180,21
075,38590,Iliff,2014,1,0,253,253,2.45,114,103,11
075,50040,Merino,2014,0,0,300,300,2.55,125,118,7
075,58235,Peetz,2014,0,0,235,235,2.4,105,98,7
075,73935,Sterling,2014,6,0,14191,10974,2.24,5208,4889,319
075,99990,Unincorp. Area,2014,14,2,6422,6327,2.47,2720,2557,163
077,00000,MESA COUNTY,2014,503,0,147876,143573,2.44,64108,58864,5244
077,15605,Collbran,2014,0,0,633,417,2.3,213,181,32
077,19355,De Beque,2014,0,0,481,479,2.67,216,180,36
077,28745,Fruita,2014,70,69,13028,12837,2.6,5322,4941,381
077,31660,Grand Junction,2014,235,235,60198,56628,2.27,27109,24926,2183
077,56970,Palisade,2014,4,4,2674,2568,2.17,1284,1186,98
077,99990,Unincorp. Area,2014,194,194,70862,70642,2.57,29964,27449,2515
079,00000,MINERAL COUNTY,2014,11,0,747,747,2.02,1130,370,760
079,14765,City of Creede,2014,2,0,245,245,1.8,232,136,96
079,99990,Unincorp. Area,2014,9,8,502,502,2.15,898,233,665
081,00000,MOFFAT COUNTY,2014,9,0,13016,12907,2.49,5999,5189,810
081,17760,Craig,2014,0,0,9064,8958,2.45,4006,3655,351
081,20495,Dinosaur,2014,0,0,249,249,2.51,145,99,46
081,99990,Unincorp. Area,2014,9,0,3703,3700,2.58,1848,1435,413
083,00000,MONTEZUMA COUNTY,2014,6,0,25464,25206,2.39,11966,10564,1402
083,17375,Cortez,2014,1,0,8554,8417,2.31,3914,3641,273
083,20770,Dolores,2014,1,1,904,894,2.1,490,426,64
083,48115,Mancos,2014,4,4,1229,1149,2.3,554,500,54
083,99990,Unincorp. Area,2014,0,0,14777,14746,2.46,7008,5996,1012
085,00000,MONTROSE COUNTY,2014,72,0,41388,40799,2.44,17608,16695,913
085,51745,Montrose,2014,30,30,20117,19630,2.33,8829,8420,409
085,53120,Naturita,2014,0,1,512,512,2.15,264,239,25
085,54935,Nucla,2014,4,0,628,628,2.22,306,283,23
085,55540,Olathe,2014,0,0,1826,1752,3.02,609,580,29
085,99990,Unincorp. Area,2014,38,56,18305,18277,2.55,7600,7173,427
087,00000,MORGAN COUNTY,2014,22,0,28162,27638,2.67,11069,10347,722
087,09555,Brush,2014,0,0,5265,4919,2.46,2128,2000,128
087,27810,Fort Morgan,2014,1,1,11525,11347,2.77,4277,4098,179
087,36610,Hillrose,2014,0,0,295,295,2.53,127,117,10
087,45695,Log Lane Village,2014,0,0,898,898,2.94,332,306,26
087,84770,Wiggins,2014,0,0,1067,1067,2.87,404,372,32
087,99990,Unincorp. Area,2014,21,21,9113,9113,2.64,3801,3455,346
089,00000,OTERO COUNTY,2014,6,0,18779,18352,2.38,8700,7710,990
089,13460,Cheraw,2014,0,0,230,230,2.51,100,92,8
089,27975,Fowler,2014,0,0,1244,1208,2.18,614,554,60
089,42110,La Junta,2014,2,2,7240,6961,2.35,3347,2965,382
089,48500,Manzanola,2014,0,0,380,380,2.5,177,152,25
089,65190,Rocky Ford,2014,0,0,3972,3902,2.39,1854,1635,219
089,75970,Swink,2014,0,0,621,621,2.47,284,251,33
089,99990,Unincorp. Area,2014,4,0,5093,5050,2.45,2324,2062,262
091,00000,OURAY COUNTY,2014,28,0,4528,4528,2.17,3126,2091,1035
091,56420,Ouray,2014,1,0,947,947,2.16,771,438,333
091,64200,Ridgway,2014,6,5,978,978,2.25,532,434,98
091,99990,Unincorp. Area,2014,21,0,2604,2604,2.14,1823,1218,605
093,00000,PARK COUNTY,2014,57,0,15778,15711,2.24,13811,7024,6787
093,01530,Alma,2014,2,2,261,261,2.02,175,129,46
093,25610,Fairplay,2014,0,0,697,697,2.22,405,314,91
093,99990,Unincorp. Area,2014,55,0,14820,14753,2.24,13231,6581,6650
095,00000,PHILLIPS COUNTY,2014,6,0,4494,4430,2.43,1967,1826,141
095,34960,Haxtun,2014,2,0,1003,982,2.27,481,433,48
095,37270,Holyoke,2014,0,1,2320,2277,2.45,981,929,52
095,57245,Paoli,2014,0,0,40,40,2.16,21,19,2
095,99990,Unincorp. Area,2014,4,0,1130,1130,2.54,484,445,39
097,00000,PITKIN COUNTY,2014,112,0,17521,17449,2.12,12780,8237,4543
097,03620,Aspen,2014,76,76,7160,7118,1.92,6040,3703,2337
097,04935,Basalt (Part),2014,0,0,960,960,2.33,514,412,102
097,71755,Snowmass Village,2014,6,0,3111,3101,2.17,2453,1429,1024
097,99990,Unincorp. Area,2014,30,0,6290,6270,2.33,3773,2692,1081
099,00000,PROWERS COUNTY,2014,5,0,12023,11687,2.46,5437,4756,681
099,31550,Granada,2014,0,0,457,457,2.73,203,167,36
099,34520,Hartman,2014,0,0,58,58,2.31,32,25,7
099,37215,Holly,2014,0,0,819,772,2.52,357,306,51
099,43110,Lamar,2014,0,0,7689,7406,2.42,3460,3056,404
099,85045,Wiley,2014,0,0,424,424,2.47,194,172,22
099,99990,Unincorp. Area,2014,5,5,2576,2570,2.49,1191,1030,161
101,00000,PUEBLO COUNTY,2014,277,0,160867,156926,2.46,70410,63902,6508
101,07795,Boone,2014,0,0,317,310,2.47,166,125,41
101,62000,Pueblo,2014,184,183,107441,103771,2.37,47981,43739,4242
101,66895,Rye,2014,0,0,161,161,2.26,114,71,43
101,99990,Unincorp. Area,2014,92,92,52947,52684,2.64,22149,19967,2182
103,00000,RIO BLANCO COUNTY,2014,9,0,6644,6354,2.43,3223,2614,609
103,49875,Meeker,2014,0,0,2381,2328,2.39,1144,976,168
103,62880,Rangely,2014,2,1,2530,2299,2.47,1112,932,180
103,99990,Unincorp. Area,2014,7,0,1732,1726,2.44,967,707,260
105,00000,RIO GRANDE COUNTY,2014,18,0,11823,11651,2.43,6384,4789,1595
105,12855,Center (Part),2014,0,0,93,93,2.47,53,38,15
105,19795,Del Norte,2014,0,0,1552,1516,2.34,799,648,151
105,51635,Monte Vista,2014,4,0,4332,4285,2.44,1923,1758,165
105,72395,South Fork,2014,1,15,478,473,2.11,543,224,319
